id,company_id,account_id,fecha,descripcion,comercio,rfc,tipo,deposito,retiro,saldo,es_interno,categoria
txn_2026060033,company_001,acc_eje_001,2026-06-06T12:00:00-06:00,"PAGO REFERENCIADO 546459700623 Impuesto Deposito Referenciado 1,116.00 22,097.55",PAGO DE IMPUESTOS,,egreso,0,1116.00,22097.55,0,impuestos
txn_2026060034,company_001,acc_eje_001,2026-06-06T12:00:00-06:00,"PAGO REFERENCIADO 546459900623 Impuesto Deposito Referenciado 1,091.00 21,006.55",PAGO DE IMPUESTOS,,egreso,0,1091.00,21006.55,0,impuestos
txn_2026060035,company_001,acc_eje_001,2026-06-06T12:00:00-06:00,"PAGO REFERENCIADO 546460000623 Impuesto Deposito Referenciado 1,047.00 19,959.55",PAGO DE IMPUESTOS,,egreso,0,1047.00,19959.55,0,impuestos
txn_2026060036,company_001,acc_eje_001,2026-06-06T12:00:00-06:00,"PAGO REFERENCIADO 546460100623 Impuesto Deposito Referenciado 1,126.00 18,833.55",PAGO DE IMPUESTOS,,egreso,0,1126.00,18833.55,0,impuestos
txn_2026060037,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0090123 =REFERENCIA CTA/CLABE: 014430391171822782, BEM 8,212.02 10,621.53 SPEI BCO:014 BENEF:ELISA MENDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2094 CVE RASTREO: 8846APR1202301092079771661 RFC: MER991006FF6 IVA: 000000001132.69 SANTANDER HORA LIQ: 11:10:20",ELISA MENDEZ,MER991006FF6,egreso,0,8212.02,10621.53,0,spei_enviado
txn_2026060038,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0090123 5.00 10,616.53",BANORTE,BNO930209CC1,egreso,0,5.00,10616.53,0,comision
txn_2026060039,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0090123 0.80 10,615.73",BANORTE,BNO930209CC1,egreso,0,0.80,10615.73,0,iva_comision
txn_2026060040,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0090123 =REFERENCIA CTA/CLABE: 058489638346578713, BEM 4,290.00 6,325.73 SPEI BCO:058 BENEF:MARTIN MEDINA (DATO NO VERIF POR ESTA INST), Pago PO 2095 CVE RASTREO: 8846APR2202301092079926935 RFC: PAY150323GG7 IVA: 000000000000.00 BANREGIO HORA LIQ: 12:30:11",MARTIN MEDINA,PAY150323GG7,egreso,0,4290.00,6325.73,0,spei_enviado
txn_2026060041,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0090123 5.00 6,320.73",BANORTE,BNO930209CC1,egreso,0,5.00,6320.73,0,comision
txn_2026060042,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0090123 0.80 6,319.93",BANORTE,BNO930209CC1,egreso,0,0.80,6319.93,0,iva_comision
txn_2026060043,company_001,acc_eje_001,2026-06-09T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000090123 IVA:00000128.00 , A LA CUENTA: 0564139537 928.00 5,391.93 Pago PO 2099 AL R.F.C. MOPA791027EF3",TERCERO MOPA79,MOPA791027EF3,egreso,0,928.00,5391.93,0,traspaso_terceros
txn_2026060044,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"BNET01002301110032830732 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 13:00:49 DEL 50,000.00 55,391.93 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0110123 CVE RAST: BNET01002301110032830732",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,50000.00,0,55391.93,1,traspaso_interno
txn_2026060045,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549760501123 Impuesto Deposito Referenciado 1,314.00 54,077.93",PAGO DE IMPUESTOS,,egreso,0,1314.00,54077.93,0,impuestos
txn_2026060046,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549760601123 Impuesto Deposito Referenciado 998.00 53,079.93",PAGO DE IMPUESTOS,,egreso,0,998.00,53079.93,0,impuestos
txn_2026060047,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549760701123 Impuesto Deposito Referenciado 5,902.00 47,177.93",PAGO DE IMPUESTOS,,egreso,0,5902.00,47177.93,0,impuestos
txn_2026060048,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549760801123 Impuesto Deposito Referenciado 1,110.00 46,067.93",PAGO DE IMPUESTOS,,egreso,0,1110.00,46067.93,0,impuestos
txn_2026060049,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549760901123 Impuesto Deposito Referenciado 1,229.00 44,838.93",PAGO DE IMPUESTOS,,egreso,0,1229.00,44838.93,0,impuestos
txn_2026060050,company_001,acc_eje_001,2026-06-11T12:00:00-06:00,"PAGO REFERENCIADO 549761001123 Impuesto Deposito Referenciado 6,020.00 38,818.93",PAGO DE IMPUESTOS,,egreso,0,6020.00,38818.93,0,impuestos
txn_2026060051,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0120123 =REFERENCIA CTA/CLABE: 012315098393010310, BEM 1,674.98 37,143.95 SPEI BCO:012 BENEF:ANDRES M. DIEZ (DATO NO VERIF POR ESTA INST), Pago PO 2117 CVE RASTREO: 8846APR2202301122083939109 RFC: APP920820HH8 IVA: 000000000231.03 BBVA BANCOMER HORA LIQ: 09:29:11",ANDRES M. DIEZ,APP920820HH8,egreso,0,1674.98,37143.95,0,spei_enviado
txn_2026060052,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0120123 5.00 37,138.95",BANORTE,BNO930209CC1,egreso,0,5.00,37138.95,0,comision
txn_2026060053,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0120123 0.80 37,138.15",BANORTE,BNO930209CC1,egreso,0,0.80,37138.15,0,iva_comision
txn_2026060054,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0120123 =REFERENCIA CTA/CLABE: 002518347382997376, BEM 606.56 36,531.59 SPEI BCO:002 BENEF:JORGE L. CAMPOS (DATO NO VERIF POR ESTA INST), Pago PO 2118 CVE RASTREO: 8846APR2202301122084032642 RFC: DHL880115II9 IVA: 000000000083.66 BANAMEX HORA LIQ: 10:29:34",JORGE L. CAMPOS,DHL880115II9,egreso,0,606.56,36531.59,0,spei_enviado
txn_2026060055,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0120123 5.00 36,526.59",BANORTE,BNO930209CC1,egreso,0,5.00,36526.59,0,comision
txn_2026060056,company_001,acc_eje_001,2026-06-12T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0120123 0.80 36,525.79",BANORTE,BNO930209CC1,egreso,0,0.80,36525.79,0,iva_comision
txn_2026060057,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0130123 =REFERENCIA CTA/CLABE: 012311656670106513, BEM 3,085.55 33,440.24 SPEI BCO:012 BENEF:MARIA F. SOTO (DATO NO VERIF POR ESTA INST), Pago PO 2102 CVE RASTREO: 8846APR1202301132086350669 RFC: SEG971124JJ1 IVA: 000000000425.59 BBVA BANCOMER HORA LIQ: 12:26:37",MARIA F. SOTO,SEG971124JJ1,egreso,0,3085.55,33440.24,0,spei_enviado
txn_2026060058,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0130123 5.00 33,435.24",BANORTE,BNO930209CC1,egreso,0,5.00,33435.24,0,comision
txn_2026060059,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0130123 0.80 33,434.44",BANORTE,BNO930209CC1,egreso,0,0.80,33434.44,0,iva_comision
txn_2026060060,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0130123 =REFERENCIA CTA/CLABE: 012338726247317810, BEM 5,105.29 28,329.15 SPEI BCO:012 BENEF:CARLOS R. VEGA (DATO NO VERIF POR ESTA INST), Pago PO 2036 2037 CVE RASTREO: 8846APR1202301132086374732 RFC: COS910715KK2 IVA: 000000000704.18 BBVA BANCOMER HORA LIQ: 12:32:16",CARLOS R. VEGA,COS910715KK2,egreso,0,5105.29,28329.15,0,spei_enviado
txn_2026060061,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0130123 5.00 28,324.15",BANORTE,BNO930209CC1,egreso,0,5.00,28324.15,0,comision
txn_2026060062,company_001,acc_eje_001,2026-06-13T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0130123 0.80 28,323.35",BANORTE,BNO930209CC1,egreso,0,0.80,28323.35,0,iva_comision
txn_2026060063,company_001,acc_eje_001,2026-06-16T12:00:00-06:00,"ELECTRONICA INDUSTRIAL MX MONEDA ORIGEN: 696.70 USD USD : 696.70 TIPO CAMBIO : 18.8861 13,381.22 14,942.13",ELECTRONICA INDUSTRIAL MX MONEDA ORIGEN:,,egreso,0,13381.22,14942.13,0,otro
txn_2026060064,company_001,acc_eje_001,2026-06-16T12:00:00-06:00,"MERCADO PAGO 1 RFC:TEL670000LL3 877.00 14,065.13",MERCADO PAGO 1,TEL670000LL3,egreso,0,877.00,14065.13,0,tarjeta
txn_2026060065,company_001,acc_eje_001,2026-06-16T12:00:00-06:00,"TRASPASO A CUENTA DE TERCEROS 0000160123 IVA:00000023.72 , A LA CUENTA: 8480184514 171.98 13,893.15 Pago PO 2143 AL R.F.C. MERE850922GH4",TERCERO MERE85,MERE850922GH4,egreso,0,171.98,13893.15,0,traspaso_terceros
txn_2026060066,company_001,acc_eje_001,2026-06-16T12:00:00-06:00,"BNET01002301160033841555 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 17:14:55 DEL 60,000.00 73,893.15 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0160123 CVE RAST: BNET01002301160033841555",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,60000.00,0,73893.15,1,traspaso_interno
txn_2026060067,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"2003533CARGO DOMICILIACION CGO DOMICILIACION:VW Leasing LEYENDA: VOLKSWAGEN 6,873.66 67,019.49 LEASING REF SERV EMISOR:0052003533 CVE DE RASTREO:02107200021000820230116052167 REF:2003533 RFC GAS061031CC3 IVA: 0.00","VOLKSWAGEN 6,873.66 67,019.49 LEASING",GAS061031CC3,egreso,0,6873.66,67019.49,0,domiciliacion
txn_2026060068,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"PAGO DE LDC-IMSS ALTA: Z1KPHF784C1016UXE5224000JJGD000J8RM000FC050000000R0LH ID 25,249.00 41,770.49 PAGO: Z3428909108202212320018 TOTAL: 8013267736026064 RASTREO: 000004770",IMSS,,egreso,0,25249.00,41770.49,0,imss
txn_2026060069,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0170123 =REFERENCIA CTA/CLABE: 012746872343098050, BEM 21,554.96 20,215.53 SPEI BCO:012 BENEF:LUCIA FERNANDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2147 CVE RASTREO: 8846APR2202301172092738463 RFC: SUN850309AA1 IVA: 000000002973.10 BBVA BANCOMER HORA LIQ: 09:38:48",LUCIA FERNANDEZ,SUN850309AA1,egreso,0,21554.96,20215.53,0,spei_enviado
txn_2026060070,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0170123 5.00 20,210.53",BANORTE,BNO930209CC1,egreso,0,5.00,20210.53,0,comision
txn_2026060071,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0170123 0.80 20,209.73",BANORTE,BNO930209CC1,egreso,0,0.80,20209.73,0,iva_comision
txn_2026060072,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0170123 =REFERENCIA CTA/CLABE: 132097882081219136, BEM 15,532.03 4,677.70 SPEI BCO:132 BENEF:PEDRO A. RUIZ (DATO NO VERIF POR ESTA INST), Pago PO 2150 CVE RASTREO: 8846APR1202301172093057624 RFC: GAS070423BB2 IVA: 000000002142.35 MULTIVA BANCO HORA LIQ: 12:34:36",PEDRO A. RUIZ,GAS070423BB2,egreso,0,15532.03,4677.70,0,spei_enviado
txn_2026060073,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0170123 5.00 4,672.70",BANORTE,BNO930209CC1,egreso,0,5.00,4672.70,0,comision
txn_2026060074,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0170123 0.80 4,671.90",BANORTE,BNO930209CC1,egreso,0,0.80,4671.90,0,iva_comision
txn_2026060075,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"BNET01002301170033990674 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 14:09:02 DEL 24,000.00 28,671.90 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: Traspaso interno REFERENCIA: 1701230 CVE RAST: BNET01002301170033990674",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,24000.00,0,28671.90,1,traspaso_interno
txn_2026060076,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"BNET01002301170034013153 SPEI RECIBIDO, BCO:0012 BBVA BANCOMER HR LIQ: 15:22:43 DEL 30,000.00 58,671.90 CLIENTE CAFE NORTENO SA DE CV DE LA CLABE 012316475255341928 CON RFC CNM160812AB1 CONCEPTO: TRASPASO INTERNO REFERENCIA: 0170123 CVE RAST: BNET01002301170034013153",CAFE NORTENO SA DE CV,CNM160812AB1,ingreso,30000.00,0,58671.90,1,traspaso_interno
txn_2026060077,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0170123 =REFERENCIA CTA/CLABE: 002193990916998543, BEM 13,763.77 44,908.13 SPEI BCO:002 BENEF:SOFIA HERNANDEZ (DATO NO VERIF POR ESTA INST), Pago PO 2154 CVE RASTREO: 8846APR2202301172093510966 RFC: GAS061031CC3 IVA: 000000001898.44 BANAMEX HORA LIQ: 16:38:40",SOFIA HERNANDEZ,GAS061031CC3,egreso,0,13763.77,44908.13,0,spei_enviado
txn_2026060078,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0170123 5.00 44,903.13",BANORTE,BNO930209CC1,egreso,0,5.00,44903.13,0,comision
txn_2026060079,company_001,acc_eje_001,2026-06-17T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0170123 0.80 44,902.33",BANORTE,BNO930209CC1,egreso,0,0.80,44902.33,0,iva_comision
txn_2026060080,company_001,acc_eje_001,2026-06-18T12:00:00-06:00,"MERPAGO*MER PAGO 2 RFC:SUP810525DD4 3,498.00 41,404.33",MERPAGO*MER PAGO 2,SUP810525DD4,egreso,0,3498.00,41404.33,0,tarjeta
txn_2026060081,company_001,acc_eje_001,2026-06-18T12:00:00-06:00,"COMPRA ORDEN DE PAGO SPEI 0180123 =REFERENCIA CTA/CLABE: 002534624751079911, BEM 7,656.00 33,748.33 SPEI BCO:002 BENEF:DIEGO TORRES (DATO NO VERIF POR ESTA INST), Pago PO 2156 CVE RASTREO: 8846APR1202301182094208037 RFC: SUP810525DD4 IVA: 000000001056.00 BANAMEX HORA LIQ: 09:51:38",DIEGO TORRES,SUP810525DD4,egreso,0,7656.00,33748.33,0,spei_enviado
txn_2026060082,company_001,acc_eje_001,2026-06-18T12:00:00-06:00,"COMISION ORDEN DE PAGO SPEI REFERENCIA: 0180123 5.00 33,743.33",BANORTE,BNO930209CC1,egreso,0,5.00,33743.33,0,comision
txn_2026060083,company_001,acc_eje_001,2026-06-18T12:00:00-06:00,"I.V.A. ORDEN DE PAGO SPEI REFERENCIA: 0180123 0.80 33,742.53",BANORTE,BNO930209CC1,egreso,0,0.80,33742.53,0,iva_comision
